species,egg_id,clutch,cort,temp,egg_date,egg_mass,egg_length,egg_width,hatch_date,hatch_mass,hatch_svl,hatch_tl,death_date,egg_death,egg_time,hatch_death,death_age,egg_ox
guichenoti,EG1623,CL441_22,B,28,30/11/2022,0.2,9.07,5.49,4/1/2023,0.17,22,32,NA,hatched,35,alive,NA,0
guichenoti,EG1443,CL388_22,A,23,16/11/2022,0.211,9.18,5.59,9/1/2023,0.169,20,26,NA,hatched,54,alive,NA,0
guichenoti,EG2180,CL589_22,A,23,2/1/2023,0.226,8.98,6.07,24/2/2023,0.169,21,27,NA,hatched,53,alive,NA,0
guichenoti,EG2261,CL608_22,A,28,6/1/2023,0.23,9.31,5.78,8/2/2023,0.169,21,29,NA,hatched,33,alive,NA,0
delicata,EG2445,CL664_23,B,23,25/1/2023,0.2,9.83,5.65,17/3/2023,0.169,21,29,NA,hatched,51,alive,NA,0
guichenoti,EG2539,CL695_23,A,28,1/2/2023,0.197,10.45,5.03,6/3/2023,0.169,21,30,NA,hatched,33,alive,NA,0
guichenoti,EG1234_22,CL328_22,B,28,2/11/2022,0.202,9.63,5.55,5/12/2022,0.168,21,28,NA,hatched,33,alive,NA,0
guichenoti,EG1566,CL424_22,A,23,28/11/2022,0.221,9.01,6.04,18/1/2023,0.168,20,25,NA,hatched,51,alive,NA,0
guichenoti,EG1719,CL466_22,A,28,5/12/2022,0.185,8.52,5.33,9/1/2023,0.168,20,27,NA,hatched,35,alive,NA,0
guichenoti,EG2407,CL650_23,B,28,23/1/2023,0.216,10.68,5.32,27/2/2023,0.168,21,29,NA,hatched,35,alive,NA,0
guichenoti,EG1282_22,CL344_22,B,23,4/11/2022,0.193,9.42,5.61,30/12/2022,0.167,21,27,NA,hatched,56,alive,NA,0
guichenoti,EG1479,CL400_22,A,28,21/11/2022,0.211,9.39,5.5,26/12/2022,0.167,21,27,NA,hatched,35,alive,NA,0
guichenoti,EG1622,CL441_22,A,28,30/11/2022,0.189,8.66,5.35,2/1/2023,0.167,20,29,NA,hatched,33,alive,NA,0
guichenoti,EG1887,CL513_22,B,23,14/12/2022,0.232,8.57,6.28,6/2/2023,0.167,21,28,NA,hatched,54,alive,NA,0
guichenoti,EG2406,CL650_23,A,28,23/1/2023,0.249,10.73,5.55,22/2/2023,0.167,20,26,NA,hatched,30,alive,NA,0
guichenoti,EG2599,CL713_23,A,28,3/2/2023,0.233,9.51,5.49,6/3/2023,0.167,21,29,NA,hatched,31,alive,NA,0
guichenoti,EG1279_22,CL342_22,A,28,4/11/2022,0.2,9.64,5.8,7/12/2022,0.166,20,25,NA,hatched,33,alive,NA,0
guichenoti,EG1355_22,CL364_22,A,23,9/11/2022,0.145,8.08,5.4,2/1/2023,0.166,19,23,NA,hatched,54,alive,NA,0
guichenoti,EG1360_22,CL366_22,A,28,9/11/2022,0.208,8.69,6.03,14/12/2022,0.166,21,29,NA,hatched,35,alive,NA,0
guichenoti,EG1442,CL388_22,B,23,16/11/2022,0.206,9.9,5.33,9/1/2023,0.166,22,25,NA,hatched,54,alive,NA,0
guichenoti,EG1480,CL400_22,A,23,21/11/2022,0.198,9.51,5.58,18/1/2023,0.166,20,29,NA,hatched,58,alive,NA,0
guichenoti,EG1792,CL488_22,B,28,9/12/2022,0.216,10.03,5.02,13/1/2023,0.166,19,25,NA,hatched,35,alive,NA,0
guichenoti,EG2012,CL544_22,B,23,23/12/2022,0.22,8.89,6.07,17/2/2023,0.166,19,27,NA,hatched,56,alive,NA,0
guichenoti,EG2014,CL544_22,B,28,23/12/2022,0.269,8.96,6.74,6/2/2023,0.166,20,28,15/3/2023,hatched,45,died,37,0
guichenoti,EG2141,CL578_22,A,28,30/12/2022,0.236,8.99,6.4,1/2/2023,0.165,20,28,NA,hatched,33,alive,NA,0
guichenoti,EG2142,CL578_22,A,23,30/12/2022,0.229,8.77,6.41,20/2/2023,0.165,20,26,NA,hatched,52,alive,NA,0
guichenoti,EG1447,CL390_22,A,23,16/11/2022,0.181,8.41,5.51,13/1/2023,0.164,20,27,NA,hatched,58,alive,NA,0
guichenoti,EG1716,CL465_22,A,28,5/12/2022,0.232,8.61,6.06,9/1/2023,0.164,21,30,NA,hatched,35,alive,NA,0
guichenoti,EG1465,CL396_22,A,28,18/11/2022,0.197,10.06,5.4,23/12/2022,0.163,21,27,NA,hatched,35,alive,NA,0
guichenoti,EG1718,CL466_22,A,23,5/12/2022,0.182,8.34,5.46,30/1/2023,0.163,20,26,NA,hatched,56,alive,NA,0
guichenoti,EG2260,CL608_22,B,28,6/1/2023,0.216,9.49,5.75,8/2/2023,0.163,20,25,NA,hatched,33,alive,NA,0
guichenoti,EG1175_22,CL314_22,B,23,17/10/2022,0.211,8.88,6.7,12/12/2022,0.162,21,26,NA,hatched,56,alive,NA,0
guichenoti,EG1372,CL370_22,B,28,11/11/2022,0.195,8.93,5.85,19/12/2022,0.162,20,23,11/1/2023,hatched,38,died,23,0
guichenoti,EG1459,CL394_22,B,23,18/11/2022,0.216,8.42,6.33,11/1/2023,0.162,20,28,NA,hatched,54,alive,NA,0
guichenoti,EG1795,CL489_22,A,23,9/12/2022,0.194,8.09,5.41,6/2/2023,0.162,21,27,NA,hatched,59,alive,NA,0
guichenoti,EG1895,CL516_22,A,28,14/12/2022,NA,NA,NA,18/1/2023,0.162,21,27,NA,hatched,35,alive,NA,0
guichenoti,EG1976,CL535_22,A,23,19/12/2022,0.185,9.01,5.28,13/2/2023,0.162,20,26,NA,hatched,56,alive,NA,0
guichenoti,EG2435,CL660_23,A,23,25/1/2023,0.238,8.57,6.35,20/3/2023,0.162,20,27,NA,hatched,54,alive,NA,0
guichenoti,EG1309_22,CL351_22,A,23,7/11/2022,0.21,8.74,6.33,2/1/2023,0.161,21,29,NA,hatched,56,alive,NA,0
guichenoti,EG1715,CL465_22,B,23,5/12/2022,0.227,9.21,5.97,27/1/2023,0.161,21,27,NA,hatched,53,alive,NA,0
guichenoti,EG1889,CL514_22,B,23,14/12/2022,0.248,8.88,6.38,16/1/2023,0.161,20,29,NA,hatched,33,alive,NA,0
guichenoti,EG2370,CL638_23,B,28,16/1/2023,0.213,9.49,5.46,22/2/2023,0.161,20,27,NA,hatched,37,alive,NA,0
guichenoti,EG1310_22,CL351_22,B,23,7/11/2022,0.216,9.35,6.06,2/1/2023,0.16,21,27,NA,hatched,56,alive,NA,0
guichenoti,EG1727,CL467_22,B,23,5/12/2022,0.206,8.81,5.73,27/1/2023,0.16,21,30,NA,hatched,53,alive,NA,0
guichenoti,EG1760,CL477_22,A,28,7/12/2022,0.228,9.26,6.02,9/1/2023,0.16,21,28,NA,hatched,33,alive,NA,0
guichenoti,EG1837,CL501_22,B,23,12/12/2022,0.249,8.42,6.18,3/2/2023,0.16,21,27,NA,hatched,53,alive,NA,0
guichenoti,EG2103,CL568_22,A,28,28/12/2022,0.193,8.79,5.74,1/2/2023,0.16,21,27,NA,hatched,35,alive,NA,0
guichenoti,EG2104,CL568_22,A,23,28/12/2022,0.191,9.63,5.49,22/2/2023,0.16,21,28,NA,hatched,56,alive,NA,0
guichenoti,EG2298,CL619_23,B,28,9/1/2023,0.232,9.89,5.8,10/2/2023,0.16,21,27,NA,hatched,32,alive,NA,0
guichenoti,EG2597,CL712_23,A,23,3/2/2023,0.223,9.13,5.66,27/3/2023,0.16,20,27,NA,hatched,52,alive,NA,0
guichenoti,EG1373,CL370_22,A,28,11/11/2022,0.181,8.57,5.91,14/12/2022,0.159,20,26,NA,hatched,33,alive,NA,0
guichenoti,EG1439,CL387_22,B,23,16/11/2022,0.247,9.06,6.42,2/1/2023,0.159,21,27,NA,hatched,47,alive,NA,0
guichenoti,EG1586,CL429_22,A,23,28/11/2022,0.198,8.43,5.63,23/1/2023,0.159,20,27,NA,hatched,56,alive,NA,0
guichenoti,EG1769,CL480_22,B,23,7/12/2022,0.214,9.72,5.3,30/1/2023,0.159,20,27,NA,hatched,54,alive,NA,0
guichenoti,EG1852,CL505_22,A,23,12/12/2022,0.213,8.06,6.42,3/2/2023,0.159,20,28,NA,hatched,53,alive,NA,0
guichenoti,EG2102,CL568_22,B,23,28/12/2022,0.192,8.58,5.75,22/2/2023,0.159,20,29,NA,hatched,56,alive,NA,0
guichenoti,EG2221,CL599_22,A,28,4/1/2023,0.198,8.59,5.63,8/2/2023,0.159,21,30,NA,hatched,35,alive,NA,0
guichenoti,EG2409,CL651_23,A,23,23/1/2023,0.227,8.92,5.87,13/3/2023,0.159,20,26,NA,hatched,49,alive,NA,0
guichenoti,EG2431,CL657_23,A,23,23/1/2023,0.223,8.98,5.92,15/3/2023,0.159,20,28,NA,hatched,51,alive,NA,0
guichenoti,EG2441,CL662_23,B,28,25/1/2023,0.192,8.34,5.15,1/3/2023,0.159,21,27,NA,hatched,35,alive,NA,0
guichenoti,EG2443,CL663_23,B,28,25/1/2023,0.245,10.04,5.8,27/2/2023,0.159,20,27,NA,hatched,33,alive,NA,0
guichenoti,EG1178_22,CL314_22,B,28,17/10/2022,0.213,8.65,6.33,21/11/2022,0.158,21,29,NA,hatched,35,alive,NA,0
guichenoti,EG1270_22,CL338_22,A,23,4/11/2022,0.188,9.37,5.16,2/1/2023,0.158,19,27,13/1/2023,hatched,59,died,11,0
guichenoti,EG1283_22,CL344_22,A,23,4/11/2022,0.184,9.35,5.67,28/12/2022,0.158,20,27,NA,hatched,54,alive,NA,0
guichenoti,EG1463,CL396_22,B,28,18/11/2022,0.191,9.61,5.4,23/12/2022,0.158,21,29,NA,hatched,35,alive,NA,0
guichenoti,EG1478,CL400_22,B,23,21/11/2022,0.191,8.82,6.02,18/1/2023,0.158,21,28,NA,hatched,58,alive,NA,0
guichenoti,EG2179,CL589_22,A,28,2/1/2023,0.225,8.7,5.78,3/2/2023,0.158,21,25,NA,hatched,32,alive,NA,0
guichenoti,EG1977,CL535_22,A,23,19/12/2022,0.177,9.62,5.07,13/2/2023,0.158,21,28,NA,hatched,56,alive,NA,0
guichenoti,EG2598,CL712_23,B,23,3/2/2023,0.209,9.74,5.27,27/3/2023,0.158,20,25,NA,hatched,52,alive,NA,0
guichenoti,EG1585,CL429_22,B,28,28/11/2022,0.188,8.95,5.43,2/1/2023,0.157,20,26,NA,hatched,35,alive,NA,0
guichenoti,EG1613,CL439_22,B,23,30/11/2022,0.205,9.19,5.47,23/1/2023,0.157,21,25,NA,hatched,54,alive,NA,0
guichenoti,EG1770,CL480_22,B,28,7/12/2022,0.222,9.21,5.61,11/1/2023,0.157,21,26,NA,hatched,35,alive,NA,0
guichenoti,EG1853,CL505_22,A,28,12/12/2022,0.229,8.19,6.42,16/1/2023,0.157,21,27,NA,hatched,35,alive,NA,0
guichenoti,EG1888,CL514_22,A,28,14/12/2022,0.241,8.1,6.61,6/2/2023,0.157,20,26,NA,hatched,54,alive,NA,0
guichenoti,EG2270,CL610_22,A,23,6/1/2023,0.202,9.17,5.52,1/3/2023,0.157,21,30,NA,hatched,54,alive,NA,0
guichenoti,EG1271_22,CL338_22,B,28,4/11/2022,0.194,9.21,5.24,9/12/2022,0.156,20,28,NA,hatched,35,alive,NA,0
guichenoti,EG1371,CL370_22,A,23,11/11/2022,0.188,8.01,5.9,9/1/2023,0.156,21,27,NA,hatched,59,alive,NA,0
guichenoti,EG1441,CL387_22,A,23,16/11/2022,0.269,9.51,6.44,2/1/2023,0.156,21,27,16/1/2023,hatched,47,died,14,0
guichenoti,EG1720,CL466_22,B,23,5/12/2022,0.182,8.2,5.75,30/1/2023,0.156,21,26,NA,hatched,56,alive,NA,0
guichenoti,EG1919,CL522_22,B,23,16/12/2022,0.164,8.79,5.22,10/2/2023,0.156,20,24,NA,hatched,56,alive,NA,0
guichenoti,EG2408,CL651_23,B,28,23/1/2023,0.219,8.84,6.18,27/2/2023,0.156,20,27,NA,hatched,35,alive,NA,0
guichenoti,EG2470,CL674_23,A,23,27/1/2023,0.217,9.11,5.48,20/3/2023,0.156,20,28,NA,hatched,52,alive,NA,0
guichenoti,EG2509,CL684_23,B,23,30/1/2023,0.216,9.47,5.75,20/3/2023,0.156,20,26,NA,hatched,49,alive,NA,0
guichenoti,EG1932,CL525_22,A,28,16/12/2022,0.197,8.62,5.42,18/1/2023,0.155,21,29,NA,hatched,33,alive,NA,0
guichenoti,EG1807,CL492_22,A,23,12/12/2022,0.193,9.08,5.76,6/2/2023,0.155,21,26,NA,hatched,56,alive,NA,0
guichenoti,EG2181,CL589_22,B,23,2/1/2023,0.214,8.81,5.98,22/2/2023,0.155,21,26,NA,hatched,51,alive,NA,0
guichenoti,EG2156,CL582_22,A,28,2/1/2023,0.206,7.86,6.01,3/2/2023,0.155,20,27,NA,hatched,32,alive,NA,0
guichenoti,EG2519,CL689_23,A,23,30/1/2023,0.217,8.3,5.81,20/3/2023,0.155,20,31,NA,hatched,49,alive,NA,0
guichenoti,EG1376,CL371_22,A,23,11/11/2022,0.166,8.86,5.45,4/1/2023,0.154,21,29,NA,hatched,54,alive,NA,0
guichenoti,EG1603,CL436_22,A,28,30/11/2022,0.166,9.53,5.62,2/1/2023,0.154,20,26,NA,hatched,33,alive,NA,0
guichenoti,EG1920,CL522_22,A,23,16/12/2022,0.163,8.53,5.4,8/2/2023,0.154,21,26,NA,hatched,54,alive,NA,0
guichenoti,EG2149,CL580_22,A,28,2/1/2023,0.2,7.95,6.1,6/2/2023,0.154,21,27,NA,hatched,35,alive,NA,0
guichenoti,EG2222,CL599_22,A,23,4/1/2023,0.194,8.45,5.47,1/3/2023,0.154,20,27,NA,hatched,56,alive,NA,0
guichenoti,EG2271,CL611_22,A,28,6/1/2023,0.198,8.92,5.46,8/2/2023,0.154,20,26,NA,hatched,33,alive,NA,0
guichenoti,EG2273,CL611_22,A,23,6/1/2023,0.199,8.4,5.76,24/2/2023,0.154,20,27,NA,hatched,49,alive,NA,0
guichenoti,EG1448,CL390_22,B,23,16/11/2022,0.163,8.03,5.59,11/1/2023,0.153,21,24,23/1/2023,hatched,56,died,12,0
guichenoti,EG1464,CL396_22,B,23,18/11/2022,0.185,8.84,5.43,13/1/2023,0.153,20,28,NA,hatched,56,alive,NA,0
guichenoti,EG1694,CL459_22,B,23,5/12/2022,0.228,8.54,5.78,30/1/2023,0.153,20,28,NA,hatched,56,alive,NA,0
guichenoti,EG1930,CL525_22,A,23,16/12/2022,0.184,8.63,5.46,8/2/2023,0.153,21,27,NA,hatched,54,alive,NA,0
guichenoti,EG1377,CL371_22,A,28,11/11/2022,0.165,8.85,4.67,14/12/2022,0.152,21,29,NA,hatched,33,alive,NA,0
guichenoti,EG1614,CL439_22,A,28,30/11/2022,0.206,9.44,5.39,2/1/2023,0.152,20,28,NA,hatched,33,alive,NA,0
guichenoti,EG1725,CL467_22,B,23,5/12/2022,0.197,8.33,5.64,27/1/2023,0.152,21,26,NA,hatched,53,alive,NA,0
guichenoti,EG1744,CL472_22,B,23,7/12/2022,0.24,9.03,6.16,27/1/2023,0.152,21,23,NA,hatched,51,alive,NA,0
guichenoti,EG1805,CL488_22,B,23,9/12/2022,0.178,8.51,5.31,6/2/2023,0.152,20,29,NA,hatched,59,alive,NA,0
guichenoti,EG1883,CL512_22,B,28,14/12/2022,0.194,9.53,5.57,16/1/2023,0.152,20,28,NA,hatched,33,alive,NA,0
guichenoti,EG1961,CL531_22,B,23,19/12/2022,0.174,9.06,5.36,13/2/2023,0.152,20,26,NA,hatched,56,alive,NA,0
guichenoti,EG2147,CL580_22,A,23,2/1/2023,0.196,8.88,5.62,22/2/2023,0.152,20,29,NA,hatched,51,alive,NA,0
guichenoti,EG2158,CL582_22,B,23,2/1/2023,0.199,8.19,5.93,24/2/2023,0.152,20,27,NA,hatched,53,alive,NA,0
guichenoti,EG2223,CL599_22,B,23,4/1/2023,0.182,8.86,5.18,1/3/2023,0.152,20,26,NA,hatched,56,alive,NA,0
guichenoti,EG2468,CL673_23,A,23,27/1/2023,0.206,9.23,5.49,17/3/2023,0.152,20,26,NA,hatched,49,alive,NA,0
guichenoti,EG2469,CL674_23,B,23,27/1/2023,0.199,9.16,5.34,20/3/2023,0.152,20,27,NA,hatched,52,alive,NA,0
guichenoti,EG2596,CL712_23,B,28,3/2/2023,0.234,9.04,5.66,8/3/2023,0.152,20,25,NA,hatched,33,alive,NA,0
guichenoti,EG1337_22,CL359_22,A,23,7/11/2022,0.181,9.14,5.55,2/1/2023,0.151,20,24,NA,hatched,56,alive,NA,0
guichenoti,EG1693,CL459_22,A,23,5/12/2022,0.198,8.89,5.27,30/1/2023,0.151,20,27,NA,hatched,56,alive,NA,0
guichenoti,EG1313_22,CL352_22,A,23,7/11/2022,0.214,8.59,7.42,30/12/2022,0.15,21,27,NA,hatched,53,alive,NA,0
guichenoti,EG1336_22,CL359_22,B,23,7/11/2022,0.185,9.78,5.61,2/1/2022,0.15,20,27,NA,hatched,-309,alive,NA,0
guichenoti,EG1791,CL488_22,A,28,9/12/2022,0.188,9.35,5.11,13/1/2023,0.15,20,28,NA,hatched,35,alive,NA,0
guichenoti,EG1793,CL488_22,A,23,9/12/2022,0.185,7.81,5.72,6/2/2023,0.15,20,28,NA,hatched,59,alive,NA,0
guichenoti,EG1931,CL525_22,B,28,16/12/2022,0.191,8.32,5.88,23/1/2023,0.15,20,28,NA,hatched,38,alive,NA,0
guichenoti,EG1963,CL531_22,A,28,19/12/2022,0.181,8.49,5.32,23/1/2023,0.15,21,28,NA,hatched,35,alive,NA,0
guichenoti,EG1217_22,CL323_22,A,23,31/10/2022,0.196,9.13,6.02,21/12/2022,0.149,21,26,NA,hatched,51,alive,NA,0
guichenoti,EG1275_22,CL340_22,B,28,4/11/2022,0.248,9.38,6.61,5/12/2022,0.149,20,24,NA,hatched,31,alive,NA,0
guichenoti,EG1449,CL390_22,B,28,16/11/2022,0.162,7.74,5.47,21/12/2022,0.149,21,28,13/3/2023,hatched,35,died,82,0
guichenoti,EG1524,CL412_22,A,28,25/11/2022,0.196,9.42,5.21,2/1/2023,0.149,20,28,NA,hatched,38,alive,NA,0
guichenoti,EG1525,CL412_22,B,28,25/11/2022,0.197,9.47,5.4,30/12/2022,0.149,21,30,NA,hatched,35,alive,NA,0
guichenoti,EG1593,CL432_22,B,23,28/11/2022,0.207,9.59,5.43,23/1/2023,0.149,20,27,NA,hatched,56,alive,NA,0
guichenoti,EG1690,CL458_22,B,23,5/12/2022,0.192,7.88,5.68,30/1/2023,0.149,22,29,NA,hatched,56,alive,NA,0
guichenoti,EG1794,CL489_22,B,23,9/12/2022,0.212,8.69,5.81,3/2/2023,0.149,20,28,NA,hatched,56,alive,NA,0
guichenoti,EG2215,CL597_22,A,28,4/1/2023,0.183,8.83,5.21,8/2/2023,0.149,20,26,NA,hatched,35,alive,NA,0
guichenoti,EG2430,CL657_23,B,23,23/1/2023,0.238,8.67,6.5,15/3/2023,0.149,20,27,NA,hatched,51,alive,NA,0
guichenoti,EG2467,CL673_23,B,28,27/1/2023,0.218,9.14,5.52,1/3/2023,0.149,20,24,NA,hatched,33,alive,NA,0
guichenoti,EG2488,CL678_23,A,23,27/1/2023,0.186,8.8,5.51,22/3/2023,0.149,19,26,NA,hatched,54,alive,NA,0
guichenoti,EG2589,CL709_23,A,23,3/2/2023,0.169,9.49,5.01,27/3/2023,0.149,20,30,NA,hatched,52,alive,NA,0
guichenoti,EG1446,CL389_22,B,28,16/11/2022,0.184,8.85,5.4,21/12/2022,0.148,20,26,NA,hatched,35,alive,NA,0
guichenoti,EG1536,CL415_22,A,23,25/11/2022,0.192,8.82,5.51,18/1/2023,0.148,21,27,NA,hatched,54,alive,NA,0
guichenoti,EG1561,CL423_22,A,23,28/11/2022,0.204,8.85,5.91,20/1/2023,0.148,20,26,27/1/2023,hatched,53,died,7,0
guichenoti,EG1704,CL462_22,A,28,5/12/2022,0.195,8.58,5.22,9/1/2023,0.148,20,29,NA,hatched,35,alive,NA,0
guichenoti,EG1723,CL467_22,A,28,5/12/2022,0.196,8.77,4.98,9/1/2023,0.148,20,28,NA,hatched,35,alive,NA,0
guichenoti,EG1894,CL516_22,A,28,14/12/2022,0.21,9.47,5.33,6/2/2023,0.148,20,25,NA,hatched,54,alive,NA,0
guichenoti,EG2588,CL709_23,B,23,3/2/2023,0.171,9.69,5,27/3/2023,0.148,20,27,NA,hatched,52,alive,NA,0
guichenoti,EG1247_22,CL331_22,B,23,2/11/2022,0.206,9.08,6.26,26/12/2022,0.147,20,25,NA,hatched,54,alive,NA,0
guichenoti,EG1278_22,CL342_22,B,23,4/11/2022,0.204,8.91,6.35,28/12/2022,0.147,21,27,NA,hatched,54,alive,NA,0
guichenoti,EG1312_22,CL352_22,B,28,7/11/2022,0.205,8.78,6.32,9/12/2022,0.147,21,24,NA,hatched,32,alive,NA,0
delicata,EG1378,CL372_22,B,28,11/11/2022,0.17,10.11,4.47,12/12/2022,0.147,20,28,NA,hatched,31,alive,NA,0
guichenoti,EG1594,CL432_22,A,23,28/11/2022,0.204,8.69,5.62,23/1/2023,0.147,20,26,NA,hatched,56,alive,NA,0
guichenoti,EG1691,CL458_22,B,28,5/12/2022,0.184,8.79,5.45,27/1/2023,0.147,21,28,NA,hatched,53,alive,NA,0
guichenoti,EG1945,CL527_22,A,23,19/12/2022,0.205,8.46,5.9,10/2/2023,0.147,20,26,NA,hatched,53,alive,NA,0
guichenoti,EG2398,CL648_23,A,23,20/1/2023,0.203,8.54,5.99,13/3/2023,0.147,20,30,NA,hatched,52,alive,NA,0
guichenoti,EG2399,CL648_23,B,23,20/1/2023,0.193,8.57,5.89,13/3/2023,0.147,19,28,NA,hatched,52,alive,NA,0
guichenoti,EG2439,CL662_23,A,23,25/1/2023,0.195,8.58,5.94,17/3/2023,0.147,19,26,NA,hatched,51,alive,NA,0
guichenoti,EG2506,CL683_23,B,23,30/1/2023,0.237,9.63,5.8,17/3/2023,0.147,20,27,NA,hatched,46,alive,NA,0
guichenoti,EG2543,CL697_23,B,28,1/2/2023,0.189,8.31,5.84,6/3/2023,0.147,20,29,NA,hatched,33,alive,NA,0
guichenoti,EG1219_22,CL324_22,B,28,31/10/2022,0.252,10.28,5.99,2/12/2022,0.146,19,28,NA,hatched,32,alive,NA,0
guichenoti,EG1259_22,CL335_22,A,23,2/11/2022,0.207,9.48,6.11,23/12/2022,0.146,20,27,NA,hatched,51,alive,NA,0
guichenoti,EG1354_22,CL364_22,A,28,9/11/2022,0.189,8.42,5.63,12/12/2022,0.146,21,26,NA,hatched,33,alive,NA,0
guichenoti,EG1510,CL408_22,A,28,23/11/2022,0.191,8.11,5.71,20/12/2022,0.146,20,25,NA,hatched,27,alive,NA,0
guichenoti,EG1542,CL416_22,B,23,25/11/2022,0.179,8.49,5.36,20/1/2023,0.146,20,25,NA,hatched,56,alive,NA,0
guichenoti,EG1722,CL467_22,A,23,5/12/2022,0.17,8.66,4.92,30/1/2023,0.146,21,27,NA,hatched,56,alive,NA,0
guichenoti,EG1862,CL507_22,A,23,12/12/2022,0.216,7.66,6.15,30/1/2023,0.146,20,25,NA,hatched,49,alive,NA,0
guichenoti,EG1921,CL522_22,B,28,16/12/2022,0.165,8.36,5.3,20/1/2023,0.146,20,26,NA,hatched,35,alive,NA,0
guichenoti,EG1944,CL527_22,A,28,19/12/2022,0.215,9.02,6.13,23/1/2023,0.146,20,27,NA,hatched,35,alive,NA,0
guichenoti,EG2148,CL580_22,B,23,2/1/2023,0.193,8.77,5.57,27/2/2023,0.146,20,30,NA,hatched,56,alive,NA,0
guichenoti,EG2269,CL610_22,B,23,6/1/2023,0.233,9.41,6.01,6/3/2023,0.146,20,26,NA,hatched,59,alive,NA,0
guichenoti,EG2594,CL711_23,A,28,3/2/2023,0.191,7.84,6.06,8/3/2023,0.146,20,27,NA,hatched,33,alive,NA,0
guichenoti,EG1245_22,CL331_22,B,28,2/11/2022,0.204,9.03,6.25,7/12/2022,0.145,19,24,NA,hatched,35,alive,NA,0
guichenoti,EG1277_22,CL342_22,A,23,4/11/2022,0.19,8.42,5.77,28/12/2022,0.145,20,27,NA,hatched,54,alive,NA,0
guichenoti,EG1339_22,CL360_22,A,28,7/11/2022,0.181,9.17,5.52,12/12/2022,0.145,19,23,NA,hatched,35,alive,NA,0
guichenoti,EG1513,CL409_22,A,28,23/11/2022,0.143,7.97,5.05,28/12/2022,0.145,20,27,NA,hatched,35,alive,NA,0
guichenoti,EG1726,CL467_22,A,28,5/12/2022,0.169,9.25,5.25,9/1/2023,0.145,19,29,NA,hatched,35,alive,NA,0
guichenoti,EG1860,CL507_22,B,28,12/12/2022,0.247,9.05,6.13,13/1/2023,0.145,19,22,13/1/2023,hatched,32,died,0,0
guichenoti,EG2026,CL548_22,B,23,23/12/2022,0.187,8.79,5.6,17/2/2023,0.145,19,26,NA,hatched,56,alive,NA,0
guichenoti,EG2133,CL576_22,A,23,30/12/2022,0.151,8.13,5.32,24/2/2023,0.145,20,29,NA,hatched,56,alive,NA,0
guichenoti,EG1671,CL453_22,B,23,2/12/2022,0.184,8.15,5.6,27/1/2023,0.144,20,27,NA,hatched,56,alive,NA,0
guichenoti,EG1746,CL472_22,A,23,7/12/2022,0.241,9.25,6.1,27/1/2023,0.144,21,25,NA,hatched,51,alive,NA,0
guichenoti,EG2128,CL575_22,A,23,30/12/2022,0.162,7.8,5.78,17/2/2023,0.144,20,26,NA,hatched,49,alive,NA,0
guichenoti,EG2217,CL597_22,B,28,4/1/2023,0.175,9.43,5.39,8/2/2023,0.144,19,24,NA,hatched,35,alive,NA,0
guichenoti,EG2304,CL621_23,A,23,9/1/2023,0.228,8.26,6,24/2/2023,0.144,19,26,NA,hatched,46,alive,NA,0
guichenoti,EG2515,CL687_23,A,23,30/1/2023,0.193,9.12,5.69,22/3/2023,0.144,18,24,NA,hatched,51,alive,NA,0
guichenoti,EG2545,CL698_23,B,28,1/2/2023,0.215,9.18,5.86,6/3/2023,0.144,21,27,NA,hatched,33,alive,NA,0
guichenoti,EG1176_22,CL314_22,A,28,17/10/2022,0.182,8.43,6.35,21/11/2022,0.143,19,28,NA,hatched,35,alive,NA,0
guichenoti,EG1299_22,CL349_22,A,28,4/11/2022,0.187,7.95,5.86,7/12/2022,0.143,20,25,NA,hatched,33,alive,NA,0
guichenoti,EG1534,CL415_22,A,23,25/11/2022,0.199,7.75,5.41,18/1/2023,0.143,20,25,NA,hatched,54,alive,NA,0
guichenoti,EG1705,CL462_22,B,23,5/12/2022,0.19,8.33,5.56,30/1/2023,0.143,20,27,NA,hatched,56,alive,NA,0
guichenoti,EG1808,CL493_22,B,28,12/12/2022,0.199,7.84,6.12,16/1/2023,0.143,20,26,NA,hatched,35,alive,NA,0
guichenoti,EG2003,CL541_22,B,23,21/12/2022,0.166,9.5,4.48,17/2/2023,0.143,21,29,17/2/2023,hatched,58,died,0,0
guichenoti,EG2007,CL542_22,A,23,21/12/2022,0.15,8.95,4.65,17/2/2023,0.143,20,27,NA,hatched,58,alive,NA,0
guichenoti,EG2029,CL548_22,A,23,23/12/2022,0.164,8.34,5.61,15/2/2023,0.143,20,28,NA,hatched,54,alive,NA,0
guichenoti,EG2071,CL559_22,A,23,26/12/2022,0.202,8.49,6.02,15/2/2023,0.143,19,26,NA,hatched,51,alive,NA,0
guichenoti,EG2400,CL648_23,A,23,20/1/2023,0.205,8.89,5.8,10/3/2023,0.143,20,28,NA,hatched,49,alive,NA,0
guichenoti,EG2514,CL687_23,B,28,30/1/2023,0.199,9.25,5.68,6/3/2023,0.143,20,29,NA,hatched,35,alive,NA,0
guichenoti,EG2544,CL697_23,A,23,1/2/2023,0.181,8.96,5.8,22/3/2023,0.143,20,26,NA,hatched,49,alive,NA,0
guichenoti,EG1216_22,CL323_22,A,28,31/10/2022,0.191,8.16,6.19,2/12/2022,0.142,20,26,NA,hatched,32,alive,NA,0
