species,egg_id,clutch,cort,temp,egg_date,egg_mass,egg_length,egg_width,hatch_date,hatch_mass,hatch_svl,hatch_tl,death_date,egg_death,egg_time,hatch_death,death_age,egg_ox
guichenoti,EG1755,CL474_22,B,23,7/12/2022,0.156,7.23,5.68,30/1/2023,0.117,19,26,NA,hatched,54,alive,NA,0
guichenoti,EG1905,CL519_22,A,23,16/12/2022,0.131,7.28,5.04,10/2/2023,0.117,19,24,NA,hatched,56,alive,NA,0
delicata,EG1784,CL485_22,A,28,9/12/2022,0.129,8.09,4.29,9/1/2023,0.117,18,27,NA,hatched,31,alive,NA,0
delicata,EG2061,CL557_22,B,23,26/12/2022,0.165,8.38,5.78,13/2/2023,0.117,19,26,NA,hatched,49,alive,NA,0
delicata,EG1913,CL520_22,A,23,16/12/2022,0.156,7.9,5.28,3/2/2023,0.117,19,25,NA,hatched,49,alive,NA,0
guichenoti,EG1804,CL488_22,A,23,9/12/2022,0.175,9.07,4.89,10/2/2023,0.117,20,26,NA,hatched,63,alive,NA,0
delicata,EG2175,CL588_22,B,28,2/1/2023,0.179,8.19,6,1/2/2023,0.117,19,27,NA,hatched,30,alive,NA,0
delicata,EG1951,CL528_22,B,28,19/12/2022,0.168,8.24,5.68,18/1/2023,0.117,19,26,NA,hatched,30,alive,NA,0
delicata,EG1980,CL536_22,B,28,19/12/2022,0.148,8.23,4.5,23/1/2023,0.117,19,24,NA,hatched,35,alive,NA,0
delicata,EG2076,CL561_22,A,23,26/12/2022,0.198,8.48,5.83,10/2/2023,0.117,18,26,NA,hatched,46,alive,NA,0
delicata,EG2318,CL625_23,A,28,9/1/2023,0.129,7.75,4.71,10/2/2023,0.117,19,28,NA,hatched,32,alive,NA,0
delicata,EG1193_22,CL317_22,A,28,24/10/2022,0.147,8.35,5.16,25/11/2022,0.116,18,24,NA,hatched,32,alive,NA,0
delicata,EG1215_22,CL322_22,B,28,31/10/2022,0.17,8.46,5.49,2/12/2022,0.116,18,26,NA,hatched,32,alive,NA,0
delicata,EG1249_22,CL332_22,B,28,2/11/2022,0.147,9.19,5.05,5/12/2022,0.116,18,25,NA,hatched,33,alive,NA,0
delicata,EG1296_22,CL348_22,B,23,4/11/2022,0.152,7.5,5.29,26/12/2022,0.116,19,26,NA,hatched,52,alive,NA,0
delicata,EG1697,CL460_22,B,28,5/12/2022,0.149,8.34,4.92,6/1/2023,0.116,19,27,NA,hatched,32,alive,NA,0
delicata,EG1741,CL471_22,B,28,7/12/2022,0.153,7.77,5.23,9/1/2023,0.116,20,27,23/1/2023,hatched,33,died,14,0
delicata,EG1797,CL491_22,B,28,9/12/2022,0.128,8.02,4.4,11/1/2023,0.116,18,27,NA,hatched,33,alive,NA,0
guichenoti,EG1901,CL519_22,A,28,16/12/2022,0.141,7.53,5.35,18/1/2023,0.116,19,23,NA,hatched,33,alive,NA,0
delicata,EG1916,CL521_22,A,28,16/12/2022,0.139,7.98,5.05,18/1/2023,0.116,19,23,NA,hatched,33,alive,NA,0
delicata,EG1947,CL528_22,A,28,19/12/2022,0.176,8.17,5.77,20/1/2023,0.116,20,26,NA,hatched,32,alive,NA,0
delicata,EG2038,CL550_22,B,23,23/12/2022,0.134,8.82,4.65,13/2/2023,0.116,19,26,17/3/2023,hatched,52,died,32,0
delicata,EG2075,CL560_22,A,28,26/12/2022,0.185,8.42,5.69,27/1/2023,0.116,19,27,NA,hatched,32,alive,NA,0
delicata,EG1938,CL525_22,B,23,19/12/2022,0.139,8.51,4.73,10/2/2023,0.116,18,27,NA,hatched,53,alive,NA,0
delicata,EG2344,CL632_23,A,23,13/1/2023,0.176,7.34,5.96,1/3/2023,0.116,20,28,NA,hatched,47,alive,NA,0
delicata,EG1192_22,CL317_22,A,23,24/10/2022,0.141,7.83,5.44,14/12/2022,0.115,18,23,NA,hatched,51,alive,NA,0
delicata,EG1231_22,CL327_22,A,23,31/10/2022,0.169,7.93,5.42,19/12/2022,0.115,18,24,NA,hatched,49,alive,NA,0
delicata,EG1454,CL392_22,B,28,16/11/2022,0.167,8.58,5.59,19/12/2022,0.115,18,24,NA,hatched,33,alive,NA,0
guichenoti,EG1460,CL395_22,B,28,18/11/2022,0.156,7.95,5.21,23/12/2022,0.115,19,24,NA,hatched,35,alive,NA,0
delicata,EG1568,CL425_22,B,23,28/11/2022,0.129,9.02,4.19,20/1/2023,0.115,19,26,NA,hatched,53,alive,NA,0
delicata,EG1870,CL509_22,A,28,14/12/2022,0.119,8.33,3.82,13/1/2023,0.115,18,22,NA,hatched,30,alive,NA,0
guichenoti,EG1753,CL474_22,B,28,7/12/2022,0.156,7.73,5.22,11/1/2023,0.115,19,25,NA,hatched,35,alive,NA,0
delicata,EG1782,CL484_22,A,28,9/12/2022,0.158,8.6,4.81,11/1/2023,0.115,18,26,NA,hatched,33,alive,NA,0
delicata,EG1644,CL446_22,B,23,2/12/2022,0.134,8.81,4.88,27/1/2023,0.115,18,26,NA,hatched,56,alive,NA,0
delicata,EG1923,CL523_22,B,23,16/12/2022,0.142,8.04,4.92,10/1/2023,0.115,19,25,NA,hatched,25,alive,NA,0
delicata,EG1926,CL523_22,A,23,16/12/2022,0.138,8.88,4.61,10/2/2023,0.115,19,26,NA,hatched,56,alive,NA,0
delicata,EG1946,CL528_22,B,23,19/12/2022,0.174,7.8,5.9,3/2/2023,0.115,19,25,NA,hatched,46,alive,NA,0
delicata,EG1949,CL528_22,A,23,19/12/2022,0.169,7.81,5.89,3/2/2023,0.115,20,26,NA,hatched,46,alive,NA,0
delicata,EG1990,CL538_22,A,28,19/12/2022,0.141,7.93,4.96,20/1/2023,0.115,19,27,NA,hatched,32,alive,NA,0
delicata,EG2060,CL557_22,A,28,26/12/2022,0.159,8.73,5.45,27/1/2023,0.115,20,27,NA,hatched,32,alive,NA,0
delicata,EG2105,CL569_22,B,23,28/12/2022,0.153,7.65,5.53,13/2/2023,0.115,19,25,NA,hatched,47,alive,NA,0
delicata,EG2234,CL601_22,A,23,6/1/2023,0.158,8.01,5.2,24/2/2023,0.115,19,26,NA,hatched,49,alive,NA,0
guichenoti,EG2293,CL617_23,A,23,9/1/2023,0.152,7.48,5.78,10/2/2023,0.115,20,26,NA,hatched,32,alive,NA,0
delicata,EG2367,CL637_23,A,23,16/1/2023,0.187,7.44,6.36,3/3/2023,0.115,19,24,NA,hatched,46,alive,NA,0
delicata,EG2449,CL666_23,B,23,25/1/2023,0.174,7.79,5.72,15/3/2023,0.115,18,28,NA,hatched,49,alive,NA,0
delicata,EG2493,CL680_23,A,23,27/1/2023,0.169,8.13,5.59,15/3/2023,0.115,18,28,NA,hatched,47,alive,NA,0
delicata,EG2531,CL692_23,B,28,30/1/2023,0.154,7.93,5.11,3/3/2023,0.115,18,27,14/8/2023,hatched,32,died,164,0
delicata,EG1240_22,CL330_22,A,28,2/11/2022,0.138,7.4,5.17,2/12/2022,0.114,18,28,NA,hatched,30,alive,NA,0
delicata,EG1306_22,CL350_22,B,23,4/11/2022,0.139,7.93,5.26,21/12/2022,0.114,19,25,NA,hatched,47,alive,NA,0
delicata,EG1335_22,CL358_22,A,28,7/11/2022,0.141,8.08,4.87,7/12/2022,0.114,18,24,NA,hatched,30,alive,NA,0
delicata,EG1389,CL374_22,B,28,14/11/2022,0.192,8.23,5.98,14/12/2022,0.114,19,25,6/1/2023,hatched,30,died,23,0
delicata,EG1414,CL380_22,B,28,14/11/2022,0.156,9.46,4.54,14/12/2022,0.114,19,27,NA,hatched,30,alive,NA,0
delicata,EG1650,CL448_22,B,28,2/12/2022,0.164,8.39,4.94,2/1/2023,0.114,19,27,NA,hatched,31,alive,NA,0
delicata,EG1734,CL469_22,A,23,7/12/2022,0.159,7.97,5.63,27/1/2023,0.114,19,24,NA,hatched,51,alive,NA,0
delicata,EG1971,CL533_22,A,23,19/12/2022,0.14,7.57,4.88,8/2/2023,0.114,19,27,NA,hatched,51,alive,NA,0
delicata,EG1780,CL484_22,B,23,9/12/2022,0.159,7.86,5.25,30/1/2023,0.114,18,24,NA,hatched,52,alive,NA,0
delicata,EG1785,CL485_22,B,23,9/12/2022,0.115,7.71,4.07,27/1/2023,0.114,18,25,NA,hatched,49,alive,NA,0
delicata,EG2011,CL543_22,B,23,21/12/2022,0.119,8.1,4.26,10/2/2023,0.114,18,27,NA,hatched,51,alive,NA,0
delicata,EG2188,CL592_22,B,28,4/1/2023,0.135,8.63,4.75,6/2/2023,0.114,19,25,NA,hatched,33,alive,NA,0
guichenoti,EG2313,CL624_23,A,23,9/1/2023,0.115,7.92,4.46,6/3/2023,0.114,18,24,NA,hatched,56,alive,NA,0
delicata,EG1202_22,CL319_22,B,28,28/10/2022,0.189,9.07,6.15,30/11/2022,0.113,18,25,NA,hatched,33,alive,NA,0
delicata,EG1236_22,CL329_22,A,23,2/11/2022,0.16,8.38,5.61,21/12/2022,0.113,19,26,NA,hatched,49,alive,NA,0
guichenoti,EG1263_22,CL336_22,A,23,2/11/2022,0.171,7.8,5.36,30/12/2022,0.113,19,25,NA,hatched,58,alive,NA,0
delicata,EG1321_22,CL356_22,A,28,7/11/2022,0.167,7.99,5.53,9/12/2022,0.113,18,26,NA,hatched,32,alive,NA,0
delicata,EG1620,CL440_22,A,23,30/11/2022,0.153,7.3,5.36,18/1/2023,0.113,19,25,NA,hatched,49,alive,NA,0
delicata,EG1687,CL457_22,A,23,5/12/2022,0.138,7.34,5.19,23/1/2023,0.113,18,25,NA,hatched,49,alive,NA,0
delicata,EG1713,CL464_22,A,23,5/12/2022,0.165,6.83,5.95,23/1/2023,0.113,18,27,NA,hatched,49,alive,NA,0
delicata,EG1779,CL484_22,A,28,9/12/2022,0.165,8,5.32,11/1/2023,0.113,19,26,NA,hatched,33,alive,NA,0
delicata,EG1822,CL497_22,B,28,12/12/2022,0.159,7.7,5.51,16/1/2023,0.113,18,26,NA,hatched,35,alive,NA,0
delicata,EG1925,CL523_22,A,28,16/12/2022,0.133,7.56,4.94,20/1/2023,0.113,19,28,NA,hatched,35,alive,NA,0
delicata,EG1909,CL520_22,B,28,16/12/2022,0.169,7.49,5.67,18/1/2023,0.113,19,26,NA,hatched,33,alive,NA,0
delicata,EG1986,CL537_22,A,28,19/12/2022,0.136,8.12,5.16,20/1/2023,0.113,19,26,NA,hatched,32,alive,NA,0
delicata,EG1989,CL538_22,B,28,19/12/2022,0.144,8.21,4.96,23/1/2023,0.113,19,29,NA,hatched,35,alive,NA,0
guichenoti,EG1906,CL519_22,B,23,16/12/2022,0.138,7.27,5.46,13/2/2023,0.113,19,25,NA,hatched,59,alive,NA,0
delicata,EG2265,CL609_22,B,28,6/1/2023,0.166,8.14,5.74,6/2/2023,0.113,18,21,NA,hatched,31,alive,NA,0
delicata,EG2456,CL669_23,A,23,25/1/2023,0.129,7.64,4.85,15/3/2023,0.113,19,26,NA,hatched,49,alive,NA,0
delicata,EG2483,CL677_23,A,23,27/1/2023,0.155,7.38,5.72,15/3/2023,0.113,19,26,NA,hatched,47,alive,NA,0
delicata,EG1189_22,CL317_22,A,23,24/10/2022,0.146,7.84,5.51,12/12/2022,0.112,18,25,NA,hatched,49,alive,NA,0
delicata,EG1226_22,CL326_22,B,28,31/10/2022,0.138,8.25,5,5/12/2022,0.112,19,27,NA,hatched,35,alive,NA,0
delicata,EG1229_22,CL326_22,B,28,31/10/2022,0.134,8.5,4.94,5/12/2022,0.112,18,26,NA,hatched,35,alive,NA,0
delicata,EG1257_22,CL334_22,B,23,2/11/2022,0.162,9.67,5.52,23/12/2022,0.112,19,26,NA,hatched,51,alive,NA,0
delicata,EG1303_22,CL350_22,B,23,4/11/2022,0.157,8.17,5.4,21/12/2022,0.112,19,24,NA,hatched,47,alive,NA,0
delicata,EG1409,CL379_22,A,28,14/11/2022,0.157,8.07,5.3,14/12/2022,0.112,18,21,NA,hatched,30,alive,NA,0
delicata,EG1425,CL383_22,A,28,14/11/2022,0.151,7.13,5.4,16/12/2022,0.112,19,26,NA,hatched,32,alive,NA,0
delicata,EG1471,CL398_22,B,28,18/11/2022,0.128,7.94,4.72,19/12/2022,0.112,18,24,11/1/2023,hatched,31,died,23,0
delicata,EG1651,CL448_22,A,28,2/12/2022,0.144,7.87,5.15,2/1/2023,0.112,19,26,NA,hatched,31,alive,NA,0
delicata,EG1710,CL464_22,B,23,5/12/2022,0.161,7.31,5.31,23/1/2023,0.112,18,25,NA,hatched,49,alive,NA,0
delicata,EG1728,CL468_22,A,28,7/12/2022,0.14,8.53,4.87,9/1/2023,0.112,19,26,23/1/2023,hatched,33,died,14,0
delicata,EG1786,CL485_22,B,28,9/12/2022,0.126,7.89,4.5,6/1/2023,0.112,17,24,NA,hatched,28,alive,NA,0
delicata,EG1910,CL520_22,B,23,16/12/2022,0.152,7.55,5.61,3/2/2023,0.112,19,26,NA,hatched,49,alive,NA,0
delicata,EG1643,CL446_22,A,28,2/12/2022,0.135,8.21,5.13,4/1/2023,0.112,19,26,NA,hatched,33,alive,NA,0
delicata,EG2059,CL557_22,B,28,26/12/2022,0.166,9.11,5.43,27/1/2023,0.112,19,26,NA,hatched,32,alive,NA,0
delicata,EG1802,CL491_22,A,23,9/12/2022,0.121,7.74,4.23,30/1/2023,0.112,19,25,NA,hatched,52,alive,NA,0
delicata,EG2459,CL669_23,A,23,25/1/2023,0.142,7.23,5.57,13/3/2023,0.112,19,26,NA,hatched,47,alive,NA,0
delicata,EG2492,CL680_23,B,28,27/1/2023,0.17,8.16,5.52,27/2/2023,0.112,19,27,NA,hatched,31,alive,NA,0
delicata,EG2530,CL692_23,A,28,30/1/2023,0.147,8.57,5.05,1/3/2023,0.112,18,26,NA,hatched,30,alive,NA,0
delicata,EG2582,CL707_23,A,28,3/2/2023,0.129,8.13,5.03,6/3/2023,0.112,18,28,NA,hatched,31,alive,NA,0
delicata,EG1179_22,CL315_22,B,28,21/10/2022,0.132,9.11,4.98,21/11/2022,0.111,18,24,13/1/2023,hatched,31,died,53,0
delicata,EG1196_22,CL318_22,B,23,24/10/2022,0.158,8.2,5.35,12/12/2022,0.111,19,25,NA,hatched,49,alive,NA,0
delicata,EG1235_22,CL329_22,B,23,2/11/2022,0.17,8.72,5.11,21/12/2022,0.111,18,25,NA,hatched,49,alive,NA,0
delicata,EG1238_22,CL329_22,B,28,2/11/2022,0.174,8.47,5.53,5/12/2022,0.111,19,27,NA,hatched,33,alive,NA,0
delicata,EG1273_22,CL339_22,B,28,4/11/2022,0.184,8.19,5.82,5/12/2022,0.111,19,25,NA,hatched,31,alive,NA,0
delicata,EG1290_22,CL346_22,A,23,4/11/2022,0.181,7.91,5.86,23/12/2022,0.111,18,24,NA,hatched,49,alive,NA,0
delicata,EG1322_22,CL356_22,B,23,7/11/2022,0.156,8.16,5.63,26/12/2022,0.111,18,22,NA,hatched,49,alive,NA,0
delicata,EG1333_22,CL358_22,B,28,7/11/2022,0.15,7.93,5.5,9/12/2022,0.111,17,24,NA,hatched,32,alive,NA,0
delicata,EG1388,CL374_22,B,23,14/11/2022,0.19,8.6,5.6,2/1/2023,0.111,19,25,NA,hatched,49,alive,NA,0
delicata,EG1411,CL379_22,B,23,14/11/2022,0.157,9.13,5.37,2/1/2023,0.111,18,26,NA,hatched,49,alive,NA,0
delicata,EG1413,CL380_22,B,23,14/11/2022,0.155,8.94,4.61,2/1/2023,0.111,19,24,NA,hatched,49,alive,NA,0
delicata,EG1426,CL383_22,B,28,14/11/2022,0.157,8.1,5.1,16/12/2022,0.111,18,25,NA,hatched,32,alive,NA,0
delicata,EG1517,CL410_22,A,23,25/11/2022,0.128,8.35,5.41,18/1/2023,0.111,19,25,NA,hatched,54,alive,NA,0
delicata,EG1573,CL426_22,B,28,28/11/2022,0.167,7.76,5.34,30/12/2022,0.111,18,25,NA,hatched,32,alive,NA,0
guichenoti,EG1589,CL430_22,B,23,28/11/2022,0.15,7.41,5.46,20/1/2023,0.111,19,23,NA,hatched,53,alive,NA,0
guichenoti,EG1597,CL433_22,B,23,28/11/2022,0.153,7.93,4.93,23/1/2023,0.111,19,26,NA,hatched,56,alive,NA,0
delicata,EG1842,CL502_22,B,23,12/12/2022,0.193,8.06,5.79,30/1/2023,0.111,19,27,NA,hatched,49,alive,NA,0
delicata,EG1740,CL471_22,A,28,7/12/2022,0.141,8.38,4.46,9/1/2023,0.111,20,26,NA,hatched,33,alive,NA,0
delicata,EG2072,CL560_22,B,28,26/12/2022,0.202,8.93,5.46,27/1/2023,0.111,19,23,NA,hatched,32,alive,NA,0
delicata,EG2035,CL550_22,A,28,23/12/2022,0.127,8.17,4.3,23/1/2023,0.111,19,26,NA,hatched,31,alive,NA,0
guichenoti,EG2125,CL574_22,A,28,30/12/2022,0.164,8.26,5.5,3/2/2023,0.111,18,26,NA,hatched,35,alive,NA,0
delicata,EG2189,CL592_22,A,28,4/1/2023,0.129,7.69,4.6,6/2/2023,0.111,18,25,NA,hatched,33,alive,NA,0
delicata,EG2267,CL609_22,A,23,6/1/2023,0.171,7.72,5.76,24/2/2023,0.111,19,27,NA,hatched,49,alive,NA,0
